,Unnamed: 0,Unnamed: 0.1,hid,建案名稱,每坪單價(萬元/坪),每坪單價(低),每坪單價(高),均價,基地地址-縣市,基地地址-鄉鎮區,基地地址,格局規劃,交屋時間,預期完工,基地面積(坪),棟戶規劃,樓層規劃,結構工程,用途規劃,土地分區,投資建設,建材說明,建築設計,營造公司,建造執照,使用執照
2547,2547,2547,118518,禾風煦日,13~14萬元/坪,13.0,14.0,13.5,宜蘭縣,五結鄉,利成路二段2巷,三房(28坪),,2019年10月,110,1棟，8戶住家,地上4層,RC,住家用,乙種鄉村住宅區,雷奧國際有限公司,1.5米筏式基礎，8人座電梯，精工日系建築，高級氣密隔音窗，高級石材搭配進口磁磚，附全套衛浴，贈送歐式廚具及全式油漆，結構15年保固，防水3年保固,李金城建築師事務所,雷奧國際有限公司,(107)(10)(30)建管建字第00654號,暫無
2548,2548,2548,116399,水舞河畔,26~29萬元/坪,26.0,29.0,27.5,新北市,土城區,中州路57巷,一房(18坪)、二房(25~28坪),,2020年下半年,307.41,1棟，54戶住家,地上12層，地下2層,RC,住家用,住宅,兆鼎建設有限公司,日式經典外觀,李俊賢建築師事務所,億東營造,104土建字第00618號,暫無
2549,2549,2549,114568,鄉荷曉露,14.5~15.5萬元/坪,14.5,15.5,15.0,桃園市,觀音區,育仁段金橋路501號育仁國小旁,地坪（28坪）、建坪（80坪）,隨時交屋,,600,18棟，18戶住家,地上4層,RC,住家用,甲建,全暘建設有限公司,外牆丁掛線磚搭配抿石格柵經久耐看，整棟採高級進口地磚、進口衛浴，格來得不斷電系統安全捲門。喜特利廚下型烘碗機、豪山牌系列瓦斯爐、抽油煙機搭配鋼琴鏡面櫥櫃典雅大方。 戶戶5房2廳4衛真犀利。  ,黃盈通建築師事務所,名鴻營造有限公司,(104)桃市都建執照字第會觀00816號,(106)桃市都施使字第觀01267號
2550,2550,2550,112979,吾映良品5,12.7~13萬元/坪,12.7,13.0,12.85,台南市,佳里區,民安里,二房(22.12~25.16坪)、三房(28.47坪),隨時交屋,,521.51,1棟，64戶住家,地上6層，地下1層,暫無,住家用,暫無,威風建設有限公司,鋼筋混凝土構造、崇友電梯、Derek單體馬桶、櫻花廚具、主臥搭配西班牙木紋地磚,林覺偉建築師事務所,暫無,(105)南工造字第03102號,暫無
2551,2551,2551,117928,昌田-容邑,32.5~34萬元/坪,32.5,34.0,33.25,新北市,樹林區,太平路221號,二房(25~30坪)、三房(33~37坪),,2019年10月,155,2棟，27戶住家,地上7層，地下1層,RC,住家用,第一種住宅區,昌田建設有限公司,櫻花廚具、TOTO衛浴、白馬地磚,黃啟山建築師事務所,待訂,107樹建字第00269號,暫無
2552,2552,2552,115981,詠勝-大來賞,38~40萬元/坪,38.0,40.0,39.0,新北市,林口區,公園路11號,二房(29.88坪)、三房(40坪)、四房(50~55坪),隨時交屋,,384.78,1棟，68戶住家，1戶店面,地上21層，地下3層,RC,住商用,第五種住宅區,欣詠勝開發有限公司,喜特麗廚具、TOTO衛浴,許義明建築師事務所,詠勝開發營造股份有限公司,102林建字第00725號,107林使字第00015號
2553,2553,2553,106482,亞悅,13~14萬元/坪,13.0,14.0,13.5,桃園市,觀音區,安和街180號旁,地坪（25.1坪）、建坪（61.15坪）,隨時交屋,,25.1,1棟，1戶住家,地上4層,暫無,住家用,暫無,韋華建設有限公司,暫無,李逸忠建築師事務所,暫無,建103-0091,暫無
2554,2554,2554,117273,金色陽光 5,10~13萬元/坪,10.0,13.0,11.5,台南市,西港區,太西1-19號,地坪（32.07坪）、建坪（63.93坪）,隨時交屋,,252,2棟，4戶住家，3戶店面,地上4層,RC,住家用,建地,富崴建設有限公司,地質改良外加筏式基礎雙重抗震保障 全棟外牆防水工程施作 全棟皆採用白馬磁磚 衛浴設備採用和成衛浴 廚具為櫻花牌,陳英邦,隆興營造有限公司,南工造字地03161-03167,暫無
2555,2555,2555,105444,黃金天廈,15~16萬元/坪,15.0,16.0,15.5,新北市,瑞芳區,瑞竹路7-5號,四房(53.21坪),時間待定,,120,6戶住家,地上4層,RC,住家用,鄉村區,昇強建設有限公司,凱撒衛浴、金縷屋氣密隔音窗、永大電梯、三洋?光石英磚,孟繁宏建築師事務所,弘基營造有限公司,101瑞建字第0063號,103瑞使字第0215號
2556,2556,2556,116478,荷豐大墅3期,12.5~14萬元/坪,12.5,14.0,13.25,桃園市,觀音區,福坪路552巷158弄,地坪（28.13坪）、建坪（60.46坪）,隨時交屋,,332,11棟，11戶住家,地上4層,RC,住家用,甲種建築用地,三丁建設股份有限公司,採DK時尚精品窗台灣櫻花廚具台灣和成衛浴和成浴室通風扇 ,葉旭華建築師事務所,瑞敬營造股份有限公司,(104)桃市都建執照字第會觀01397號01401號,(107)桃市都施使字第觀00475、00476號
2557,2557,2557,118148,佳元湖伴,96~107萬元/坪,96.0,107.0,101.5,台北市,內湖區,內湖路二段103巷40號旁,二房(20坪)、三房(31~40坪),,2020年下半年,186,1棟，25戶住家,地上7層，地下2層,RC,住家用,住三,佳元聯合建設股份有限公司,標準建材,上圓聯合建築師事務所,總行營造,104年0260號,暫無
2558,2558,2558,104532,花田囍市,16.66~18.28萬元/坪,16.66,18.28,17.47,桃園市,中壢區,環保路281號,三房(35.99坪),隨時交屋,,2110,7棟，231戶住家,地上15層，地下2層,暫無,住家用,暫無,佳泰建設股份有限公司,暫無,張建鴻建築師事務所,暫無,(101)桃縣工建執造字第會壢01057-04號,(105)桃市都施使字第壢00656號
2559,2559,2559,114861,敦璞美學,15~17萬元/坪,15.0,17.0,16.0,台中市,清水區,中清路八段(近清水國小),二房(24坪),,2020年上半年,265,1棟，30戶住家,地上7層，地下1層,RC,住家用,住四,俊邦建設,建案位於清水區中清路八段，位於清水區市中心精華地段，緊鄰中山路生活圈 鄰近學區清水國小、高中，第一市場、火車站、公車站步行可輕鬆抵達 交通便利，５分鐘可上國３道，台６１線８分鐘可到，２０分鐘內可達台中 各大工業區 樓層為地上７樓地下１樓，格局規劃２～３房，坪數區間為24~30.8坪 ,蘇煜淳建築師,暫無,106-01660,暫無
2560,2560,2560,110537,博聞,17.9~25萬元/坪,17.9,25.0,21.45,高雄市,三民區,大德街80號,四房(50坪),隨時交屋,,716,2棟，130戶住家，2戶店面,地上15層，地下3層,RC,住家用,第四種住宅區,華友聯開發,市區最超值三房 大氣迎賓迴車道，媲美五星飯店及層峰大戶 臨路退縮19米，開闊棟距 超低建蔽率，絕美採光及涼爽通風 國產價格，進口建材精品,許堅倚,永達營造,(102)高市工建築字第03465號,(105)高市工建築使字第00329號
2561,2561,2561,117369,小城故事6,14.8~19萬元/坪,14.8,19.0,16.9,宜蘭縣,五結鄉,鎮安路242巷69弄6號,地坪（35-64坪）、建坪（78-85坪）,隨時交屋,,353,8棟，8戶住家,地上4層,RC,住家用,農業區建地,長年建設有限公司,1.全區筏式基礎整體開挖 2.外觀天然石材搭配抿石子.造型隔柵及玻璃欄杆 3.四合一電子鎖 4.日本工藝大和賞氣密窗 5.YCND耐盾捲門 6.120*60及60*60地磚,陳逢澤建築師事務所,宜錦營造有限公司,陳逢澤建築師事務所,暫無
2562,2562,2562,116970,東和如意8期,12.5萬元/坪,12.5,,12.5,雲林縣,古坑鄉,文化路2-18號對面,地坪（38.5~51.6坪）、建坪（55.6~65.6坪）,,隨時交屋,373.36,12棟，12戶住家,地上4層,RC,住家用,乙種建築用地,金鴻霖有限公司,暫無,林昇漢建築師事務所,暫無,(106)(雲)營建字第00056號,暫無
2563,2563,2563,115879,文山君?,17~25萬元/坪,17.0,25.0,21.0,高雄市,鳳山區,文衡路217號,二房(22~25坪)、三房(31~38坪),隨時交屋,,527,2棟，168戶住家，6戶店面,地上15層，地下3層,RC,住商用,商業區,榮欣.山鉅建設,暫無,梁慶源沈鈺峰聯合建築師事務所,元貞營造,(104)高市工建築字第01273號,(106)高市工建築使字第02129號
2564,2564,2564,111714,星展首都,22~26萬元/坪,22.0,26.0,24.0,台南市,中西區,法華街147巷2-1號,地坪（34-35坪）、建坪（95-98坪）,隨時交屋,,136,4棟，4戶住家,地上6層,暫無,住家用,暫無,星展建設股份有限公司,暫無,顏國勝建築師,暫無,有,暫無
2565,2565,2565,114887,和昱 - 禾寓,18萬元/坪,18.0,,18.0,新竹縣,竹北市,泰和一街,二房(24.94坪)、三房(34.09坪),,隨時交屋,180,1棟，16戶住家,地上5層，地下1層,RC,住家用,第三種住宅區,和昱建設有限公司,暫無,江境建築師事務所,暫無,106-00351,暫無
2566,2566,2566,116316,合悅緣,22.6~24.5萬元/坪,22.6,24.5,23.55,桃園市,中壢區,復華九街,三房(30坪),,2019年8月,198,1棟，19戶住家,地上7層，地下1層,RC,住家用,住宅,合悅建設股份有限公司,合悅建設徐董事長深耕大桃園地區二十餘年又一精緻建案，戶數單純僅稀有19戶，經名建築師整體精心規劃設計，建築物大門兩側部份採進口高級花崗石及花紋磚，搭配耐污佳低吸水率丁掛磚、抿石子、鋁格柵等外飾建材整體搭配，塑造出完美現代極簡風格。所有立面均做分割裝修處理，凸顯建築整體氣勢及高貴典雅氣質。 ,王朝雍建築師事務所王朝雍建築師,明鈺營造有限公司(甲級),桃市都建執照字第會壢00026號,暫無
2567,2567,2567,115940,菁選集,75萬元/坪,75.0,,75.0,台北市,大同區,民權西路300號,二房(23~29坪)、三房(31~36坪)、四房(55坪),隨時交屋,,310,1棟，100戶住家，5戶店面,地上13層，地下3層,RC,住商用,特定專用區二,宏巨建設,RC鋼筋混凝土,唐吉生建築師事務所,成功營建,102-269,106使字第0039號
2568,2568,2568,116084,連翔不染塵,30~32萬元/坪,30.0,32.0,31.0,新北市,林口區,文化三路二段211巷76號1樓,三房(42.16~42.56坪),隨時交屋,,212.35,1棟，27戶住家，4戶店面,地上14層，地下2層,RC,住家用,住五,連翔建設股份有限公司,TOTO衛浴設備二套 暖風機二套 櫻花廚具/石英石檯面 80*80/60*60拋光石英磚 電子鎖+四段鎖門禁 力霸氣密窗 ,蔡廷芳建築師事務所,岱立營造工程股份有限公司,100林建字第00420號,104林使字第00455號
2569,2569,2569,114165,御園墅,32萬元/坪,32.0,,32.0,高雄市,鳳山區,北田街83號,地坪（44坪）、建坪（127坪）,隨時交屋,,88,2棟，2戶住家,地上5層,暫無,住家用,暫無,瑞鄉建設,鋼筋混凝土,林子森林伯諭聯合建築師事務所,暫無,(103)高市工建築字第00134號,(104)高市工建築使字第00737號
2570,2570,2570,114803,豐湛NO.3,23~26萬元/坪,23.0,26.0,24.5,桃園市,平鎮區,環南路三段161號,二房(28~31坪)、三房(41~44坪),隨時交屋,,534,3棟，57戶住家，5戶店面,"地上7,13層，地下2層",RC,住家用,住宅區,永順豐建設,櫻花三機、AXENT馬桶、VB面盆、Grohe衛浴五金、當層排氣、五合一暖風機、歐蘭特電動曬衣架,汪新丑建築師事務所,竑城營造,(104)桃市都建執照字第會平01231號,暫無
2571,2571,2571,116762,忠泰同,83~90萬元/坪,83.0,90.0,86.5,台北市,大同區,重慶北路三段28號旁,三房(48.97坪)、2+1房(26.87坪),,2020年12月,260,1棟，49戶住家，6戶店面,地上14層，地下4層,RC,住商用,第三種商業區,忠泰建設,TOTO衛浴,陳浩怡建築師事務所,大億營造,107-0022,暫無
2572,2572,2572,105629,大洲桃花源,17.4~17.6萬元/坪,17.4,17.6,17.5,宜蘭縣,三星鄉,大洲村,地坪（45~48坪）、建坪（78坪）,隨時交屋,,1152,24戶住家,地上3層,暫無,住家用,暫無,吉品建設股份有限公司,暫無,黃清森建築師事務所,暫無,建103-12883,暫無
2573,2573,2573,115385,悅龍莊,35~40萬元/坪,35.0,40.0,37.5,桃園市,桃園區,同德一街9號,開放格局(110.95坪),隨時交屋,,1076,1棟，52戶住家,地上27層，地下3層,RC,住家用,住宅區,寶鋐開發股份有限公司,日本YKK氣密窗 日立變頻冷暖中央空調+室內9子機 TOTO頂級智能馬桶 德國頂級廚具siematic 瑞典Electrolux蒸爐、烤箱、雙開冰箱 德國BOSCH洗碗機 ,林永發建築事務所,復興營造股份有限公司,(100)桃縣工建執造字第會桃00388號,103-00773
2574,2574,2574,117476,展宜摘月,125~130萬元/坪,125.0,130.0,127.5,台北市,中正區,臨沂街57巷32弄8號,三房(28.84坪),隨時交屋,,104.66,1棟，16戶住家,地上5層，地下1層,RC,住家用,住3,展宜建築開發股份有限公司,●YKK-AP靜音氣密窗●LEICHT系統廚具●BOSCH生活家電瓦斯爐●GROHE德國工藝龍頭 ●PAIDOK德國不銹鋼槽●TOTO衛浴系列●HANSGROHE淋浴組●YAFFLE健康純淨飲用水,高鴻文建築師事務所,展宜建築開發股份有限公司,105建字第0007號,107使字第0037號
2575,2575,2575,115219,國泰水秀,39~44萬元/坪,39.0,44.0,41.5,桃園市,桃園區,力行路、文中二路,三房(38坪)、四房(53坪),,2020年9月,771.76,2棟，77戶住家，8戶店面,地上14層，地下3層,RC,住商用,住宅區,國泰建設股份有限公司,待定,元創建築師事務所,待定,(106)桃市都建執照字第會桃00996號,暫無
2576,2576,2576,112888,御品苑,28~30萬元/坪,28.0,30.0,29.0,桃園市,平鎮區,廣泰路210巷36號,地坪（25坪）、建坪（77坪）,隨時交屋,,525,26棟，26戶住家,"地上5,6層",RC,住家用,住宅,順騰建設有限公司,●天然花崗岩基座，樓梯花崗岩地坪  ●一樓鋪設的80cmx80cm冠軍地磚，二.三樓鋪設大理石材地坪  ●TOTO衛浴設備，整棟浴室電腦免治馬桶座，多功能暖風機  ●全套櫻花整體歐化廚具櫻花牌微波爐‧櫻花牌崁入式烤箱，櫥櫃採用石英石檯面  ●數位科技保全CCTV錄影監視系統，居家安全有保障     ,詹健鴻建築師事務所,喜澤營造有限公司,104桃市都建局執照字第會平00700號,106桃市都施使字第平00498號
2577,2577,2577,115061,昌隆廣場-好讚,16~17萬元/坪,16.0,17.0,16.5,苗栗縣,頭份市,中興路93號對面(昌隆廣場接待中心),三房(38~40坪)、四房(51坪),隨時交屋,,1705,3棟，178戶住家，7戶店面,地上14層，地下2層,RC,住家用,住宅區,勝華建設有限公司,鋼筋混凝土結構,蔡智勸建築師事務所,協侑營造有限公司（甲級）,(104)栗商建頭建字第00017號,暫無
2578,2578,2578,117438,T1-站前之星,45~48萬元/坪,45.0,48.0,46.5,桃園市,中壢區,青峰路一段35號,開放格局(28~60坪),隨時交屋,,1411,1棟，190戶一般事務所，13戶店面,地上14層，地下3層,RC,商業用,商業用地,豐億開發建設有限公司,地坪： 室內強化複合式木地板，浴廁貼高級止滑地磚，陽台鋪設高級瓷磚。 平頂＆牆面： 採用高級紅牌ICI水泥漆粉刷。 窗戶： 全戶鋁門窗均採用高級氣密窗搭配雙層玻璃，具防水，隔音的效果。 大門： 採用高雅藝術鑄鋁防暴門搭配感應式門鎖。 衛浴： 採用TOTO分離式馬桶搭配組合式浴櫃及檯面式臉盆，另附有防霧明鏡，毛巾架等整組豪華配件。,陳俊男建築師事務所,永合營造,1481,1060047508
2579,2579,2579,105545,中壢京采,34~38萬元/坪,34.0,38.0,36.0,桃園市,中壢區,新興路232號,四房(54坪),隨時交屋,,611,1棟，150戶住家，3戶店面,地上20層，地下4層,RC,住家用,商業區,福容開發股份有限公司,.,以兆建築設計趙國智,堡石營造股份有限公司,建102-0621,(104)桃市都建使字第壢01422號
2580,2580,2580,104799,承璽大安賦,140萬元/坪,140.0,,140.0,台北市,大安區,大安路二段142巷16號,開放格局(78.81坪),隨時交屋,,85,1棟，6戶住家,地上7層，地下1層,暫無,住家用,暫無,承璽建設股份有限公司,中空樓板、YKK氣密窗、Low-E膠合玻璃,卓培煙建築師事務所,暫無,建100-0293,使103-0107
2581,2581,2581,119543,薇多利亞5,17~19萬元/坪,17.0,19.0,18.0,苗栗縣,頭份市,永忠街38-50號,二房(26.90坪)、三房(36.64~47.74坪),隨時交屋,,771,3棟，168戶住家,"地上14,15層，地下3層",RC,住家用,商業用地,加賀建設股份有限公司,大門：防爆鑄鋁門+電子鎖；地磚：80*80白馬磁磚；地板：耐磨木地板；廚具：櫻花雙口爐、超薄型抽油煙機、崁入式烘碗機；窗戶：亞細亞氣密窗；衛浴：TOTO，主臥panasonic免治馬桶座，設有總集存水灣；廁所各戶皆單層排氣；暖風機：哈士奇；供水設備：德國進口BWT全自動過濾器,吳非士建築師事務所,森進營造股份有限公司,(102)栗商建頭建字第00132號,(106)栗商建頭使字第00113號
2582,2582,2582,115610,Green More,17~19萬元/坪,17.0,19.0,18.0,高雄市,楠梓區,藍昌路268號,二房(23坪)、三房(40坪),隨時交屋,,403,1棟，60戶住家，4戶店面,地上13層，地下2層,RC,住商用,住四,良誠建設,1.櫻花廚具 2.櫻花三機(瓦斯爐/抽油煙機/烘碗機) 3.凱樂衛浴/凱薩衛浴 4.三合一電子門鎖 5.錦鋐氣密窗 6.60*60拋光石英磚,原東聯合建築師事務所,日祥營造股份有限公司,(103)高市工建築字第03187號,暫無
2583,2583,2583,114565,NY好漾,19~20萬元/坪,19.0,20.0,19.5,桃園市,中壢區,桃園市中壢區松義二街,二房(27~30坪)、三房(40坪),隨時交屋,,865.55,3棟，129戶住家,地上15層，地下3層,RC,住家用,住宅區,和洲建設,櫻花廚具、德瑞克衛浴 ,拓璞聯合建築師事務所,國城營造,102-1491,暫無
2584,2584,2584,117671,潤泰新雙子星,125~130萬元/坪,125.0,130.0,127.5,台北市,中正區,辛亥路一段6、8號,三房(36~42坪),隨時交屋,,562,2棟，112戶住家，15戶店面,地上15層，地下2層,RC,住家用,住3、住3-2,潤泰創新國際股份有限公司,RC鋼筋混凝土,張倫端建築師事務所,潤弘精密工程,107使字第0140號,107使字第0140號
2585,2585,2585,115954,長展日綻,28~31萬元/坪,28.0,31.0,29.5,新北市,三峽區,大智路&中山路,二房(26.76坪)、三房(36.63坪),,隨時交屋,480.46,1棟，79戶住家,地上12層，地下3層,RC,住家用,住宅區,長展建設股份有限公司,冠軍磁磚,吳文淵建築師事務所,鉅松營造有限公司,105峽建字第00363-01號,暫無
2586,2586,2586,114914,遠雄之星6,15萬元/坪,15.0,,15.0,台中市,清水區,港都路與港都三路交叉口,二房(32坪)、三房(38~45坪)、四房(50坪),,2020年8月,3219,4棟，614戶住家，28戶店面,地上15層，地下3層,RC,住商用,第四種商業區,遠雄建設,TAYA廚具 TOTO衛浴 雨水回收系統 汽機車充電座,原大聯合建築師事務所,遠雄營造,106中部建字第1870號,暫無
2587,2587,2587,115068,My Ocean,20.9萬元/坪,20.9,,20.9,台南市,安平區,平豐路122號,三房(61.88坪),隨時交屋,,713,1棟，81戶住家,地上27層，地下3層,RC,住家用,住宅區,宏昱建設開發股份有限公司,"德國LEICHT廚具：瑞典Electrol洗碗機,義大利BEST烤箱、Ariston三口瓦斯爐、Svago壁掛油機、ELLECI花崗結晶石水槽、NewFORM伸縮龍頭。歐洲進口衛浴：KEREMAG掛壁式馬桶,面盆,壓克力浴缸,GEBERIT隱藏式水箱,KLUDI臉盆龍頭沐浴龍頭。德國ThyssenKrupp電梯DAIKEN大建室內門PANASONIC陶瓷暖風機WAFERLOCK電子鎖boid隔音墊",王志宏建築師事務所,壬寶營造工程股份有限公司,(102)南工造字第05269-01號,(105)南工使字第01548號
2588,2588,2588,115714,榮耀經典再現,16.41萬元/坪,16.41,,16.41,花蓮縣,新城鄉,佳林村,地坪（78坪）、建坪（54.71坪）,隨時交屋,,102.07,2棟，2戶住家,地上4層,RC,住家用,農業區甲種建地,喬權建設有限公司,進口建材落地窗面、高級衛浴設備,劉燕湖建築師事務所,全益營造有限公司,花建執照字第104A0325號,花建使照字第106C0089號
2589,2589,2589,110328,利舟荷悅,43萬元/坪,43.0,,43.0,新北市,土城區,中央路一段31號,二房(24~26坪),隨時交屋,,256.45,1棟，42戶住家，2戶露臺戶,地上12層，地下2層,RC,住家用,第二種住宅區,利舟開發國際股份有限公司,利舟荷悅全部採用櫻花牌廚具，日本頂級TOTO衛浴設備及日本頂級YKKap氣密窗。 每戶並裝設豪宅等級ATS電源自動切換開關，(ATS電源自動切換開關的作用為將負載線路由一電源切換至另一電源的電源迴路切換裝置，所以遇到斷電或停電的時候能繼續正常供電)。 利舟開發國際股份有限公司並提供六年防水保固(浴廁、窗戶)、長達十六年結構保固及中國菱電電梯、汽車升降機、機械停車設備六年保固(依原廠規定保養)。,張從仁,和越營造股份有限公司,103土建字第00713號,106土使字第00385號
2590,2590,2590,116956,墅之寬,14萬元/坪,14.0,,14.0,桃園市,楊梅區,上湖二路325巷,地坪（26坪）、建坪（62坪）,隨時交屋,,1176,3棟，44戶住家,地上4層,RC,住家用,甲建住宅用地,正緯建設股份有限公司,全棟岡石基座.全套櫻花高級廚具.進口衛浴設備.主臥室附Panasonic免治馬桶座.太陽能熱水器.白馬磁磚.24小時社區影像監視系統.,賴晟偉建築師事務所,欣洋營造工程股份有限公司,(104)桃市都建執照字第會楊00678號府都建照字第1040155361號,(106)桃市都施使字第楊01188號府都建施字第1062062934號
2591,2591,2591,116582,心富麗,45~50萬元/坪,45.0,50.0,47.5,新北市,新莊區,中港路132巷13號,三房(49坪),隨時交屋,,260,1棟，41戶住家,地上15層，地下3層,RC,住家用,住宅區,興富利建設股份有限公司,1、25公分厚中空樓板隔音佳2、每戶管線獨立排風3、光纖到戶4、整棟採用YKK鋁門窗5、電梯為三菱10人份6、衛浴採用TOTO系列7、公共梯廳採用冠軍磁磚，各戶室內採用白馬磁磚。,巫錫琪建築師,育英營造股份有限公司,102莊建字第00489號,106莊使字地00010號
2592,2592,2592,114415,墨花香,135萬元/坪,135.0,,135.0,台北市,大安區,羅斯福路二段,二房(30坪)、三房(52坪)、四房(60坪),隨時交屋,,229.9,1棟，52戶住家，3戶店面,地上15層，地下4層,RC,住家用,住,禾碩開發股份有限公司,外觀委由名建築師精心設計規劃，建物臨路兩側外牆採精選天然花崗石搭配金屬飾板及丁掛磚，未臨路側外牆則以丁掛磚及其他材料為搭配，並以整體外觀設計，表現出現代建築美學之精緻典雅， 主結構為鋼筋混凝土，搭配制震壁。,林尚毅建築師事務所,禾碩開發股份有限公司,103建215號,暫無
2593,2593,2593,110117,京松,23萬元/坪,23.0,,23.0,桃園市,中壢區,龍興路606號,一房(18~20坪)、二房(33坪),隨時交屋,,607.97,1棟，114戶住家,地上15層，地下3層,RC,住家用,住宅區,福容開發股份有限公司,「京松」規劃地上15層、地下3層建物，1樓大廳挑高6.9米，規劃多功能會議室、健身房、遊戲室、物管室等，3樓以上是住家，3~6樓單層6戶，7~15樓單層10戶，搭配3部電梯。建材配有櫻花牌3機、凱撒免治馬桶、4合1暖風機，衛浴區域還特別施作總排水閥，可快速處理排水問題。,呂文程建築師事務所,堡石營造,103桃縣工建執照字第會壢00591號,暫無
2594,2594,2594,105674,日光御,15.5~16.5萬元/坪,15.5,16.5,16.0,新竹縣,新豐鄉,竹2-1,地坪（22坪）、建坪（44~46坪）,時間待定,,745,30戶住家,地上3層,RC,住家用,甲種建築用地,豐暘建設股份有限公司,來店參觀,蕭詠如,豐暘建設股份有限公司,建104-0058,使105-0158
2595,2595,2595,114981,厚陞揚,17~18萬元/坪,17.0,18.0,17.5,桃園市,楊梅區,校前路254巷,三房(34坪),,隨時交屋,579.96,2棟，64戶住家,地上15層，地下2層,RC,住家用,住宅用地,厚陞建設股份有限公司,櫻花廚具 力霸氣密窗 CASSINA系統衛浴 下崁式抬面盆配下浴櫃 單層排氣 聚晶拋光石英磚,徐瑞燦建築師事務所,當代營造,(103)桃縣工建執照字會楊00673號,暫無
2596,2596,2596,106521,肯佳知築 第3期,29~36萬元/坪,29.0,36.0,32.5,新北市,泰山區,忠孝街19巷1弄16號,二房(29~35坪)、四房(49坪),隨時交屋,,230,2棟，24戶住家,地上6層,RC,住家用,住宅,肯佳建設,標準配備,蔡智勸建築師事務所,開誠工程,103泰建字第00355號與00568號,暫無
2597,2597,2597,117876,信義Joyce,97~112萬元/坪,97.0,112.0,104.5,台北市,信義區,松信路與市民大道六段交叉口,一房(10坪)、二房(24~27坪),,2021年上半年,197.8,1棟，68戶住家，2戶店面,地上12層，地下3層,RC,住家用,住三,新北建設股份有限公司,待定。,王承熹建築師事務所,待定,107建字0119,暫無
2598,2598,2598,117563,國美中央新村,68~73萬元/坪,68.0,73.0,70.5,新北市,新店區,央北一路,三房(41坪)、四房(50坪),,2021年6月,1958,4棟，220戶住家,地上15層，地下3層,RC,住家用,住宅區,國美建設,RC結構,呂建勳建築師事務所,金弘承營造,107-00304,暫無
2599,2599,2599,115605,遠雄文華匯,30~33萬元/坪,30.0,33.0,31.5,新竹縣,竹北市,縣政二路南段,二房(30坪)、三房(43坪),隨時交屋,,1708.59,2棟，188戶住家，6戶店面,地上17層，地下3層,RC,住家用,第一種住宅區,遠雄建設事業股份有限公司,鋼筋混凝土,原大聯合建築師事務所,遠雄營造股份有限公司,建103-0911,暫無
2600,2600,2600,114588,勝美築,27~29萬元/坪,27.0,29.0,28.0,台中市,北屯區,崇德路三段V.S崇德十三路,1+1房(25坪),,隨時交屋,983,2棟，238戶住家，4戶店面,地上15層，地下4層,RC,住家用,第二種商業區,勝美建設,結構、建材、室內、標配可現場帶看參觀!,吳六合建築師事務所,協侑營造有限公司,102中都建字第02565號,暫無
2601,2601,2601,117730,清閤苑Ⅱ,14~15萬元/坪,14.0,15.0,14.5,台南市,歸仁區,六甲里六甲六街33號對面,地坪（24~37坪）、建坪（50~70坪）,,隨時交屋,200,7棟，7戶住家,地上4層,RC,住家用,鄉村區乙種建築用地,百耘建設有限公司,★全戶浴廁採用TOTO衛浴設備/主臥配備四合一乾燥暖風機及恆溫蓮蓬頭 ★全戶廚具採用櫻花廚具含系統櫥櫃/2口瓦斯爐/抽油煙機/烘碗機 ★每戶配備影視對講系統並包含一氧化碳及煙霧偵測警報 ★全外牆防水採用一底兩塗之壓克力彈泥施作完成並於泥作打底加入防水固精加強防水效能 ,盧崇瑋建築師事務所,盛禾營造有限公司,(106)南工造字第04020號,暫無
2602,2602,2602,115051,勤樸悅圓,25~26萬元/坪,25.0,26.0,25.5,桃園市,中壢區,育樂路42號旁,二房(20~27坪),隨時交屋,,889.95,3棟，98戶住家,地上13層，地下2層,RC,住家用,住宅區,勤樸開發,林內廚具、和成衛浴,富昱建築師事務所,璞石營造,(104)桃市都建執照字第會壢01174號,暫無
2603,2603,2603,106067,?盈,52~62萬元/坪,52.0,62.0,57.0,新北市,板橋區,宏國路67號,三房(29~39坪),隨時交屋,,392,2棟，96戶住家，7戶店面,"地上12,13層，地下4層",RC,住家用,住宅區,德鄰建設、村泉機構、城瀚開發,符合黃金級綠建築-綠化量指標基地保水指標日常節能指標二氧化碳減量指標廢棄物減量指標水資源指標 TOTO面盆 TOTO緩降馬桶 德國GROHE花灑沐浴龍頭 德國GROHE花灑面盆龍頭 櫻花廚具 杜邦人造石檯面 廚櫃鋼琴烤漆面板 LOW-E玻璃 德國-倍世淨水 Panasonic多功能暖風機 中華隔音氣密窗 防火鑄鋁鋼木門 義大利CISA門鎖 ,劉文岱建築師事務所,同興營造,104板建字第00267號,107板使字第00088號
2604,2604,2604,110126,承家,28~30萬元/坪,28.0,30.0,29.0,台南市,安平區,建平11街200號,建坪（92.92~97.02坪）,隨時交屋,,189.04,6棟，6戶住家,地上5層,暫無,住家用,暫無,信誼建設有限公司,暫無,吳金福建築師事務所,暫無,暫無,暫無
2605,2605,2605,118325,竹慶-18品,25~28萬元/坪,25.0,28.0,26.5,新竹市,東區新,光路42巷29號,三房(30坪),隨時交屋,,157,1棟，9戶住家，9戶一般事務所,地上7層，地下1層,RC,住商用,科技商務區,竹慶龍建設有限公司,待定。,詹政達築師事務所,欣合營造有限公司,(106)府工建字第00046號,(107)府都使字第00154號
